2019-11-04 13:43:38,"b'RT @PelicanCarol: So back to the #Marines 10/29 tweet, the ""Submerged"" image shows the number 30 on the helmet. #QPost 30 is about DeepStat\xe2\x80\xa6'"
2019-11-04 13:43:34,"b""The most populous state in the U.S. is on fire, and Donald Trump hasn't said a word @realDonaldTrump #Trump #TrumpIsADisgrace https://t.co/hSUcaNV2tV"""
2019-11-04 13:43:27,b'RT @confunctionist: @BlessingsA #Trump brags about anemic 1.9% GDP growth w/ $1T deficit!\n\nTell Republicans their #TrillionDollarDeficit is\xe2\x80\xa6'
2019-11-04 13:43:25,b'RT @AndyOstroy: It\xe2\x80\x99s truly fascinating that @realDonaldTrump always has evidence that could easily prove things but he only says \xe2\x80\x98we\xe2\x80\x99ll be\xe2\x80\xa6'
2019-11-04 13:43:20,"b'RT @confunctionist: #Trump concedes joint #Korean military exercises FOR NOTHING.\n\nThe self-proclaimed ""dealmaker"" doesn\'t understand that\xe2\x80\xa6'"
2019-11-04 13:43:13,b'RT @AndyOstroy: @realDonaldTrump Man calls 911. He sees a robbery in a store across the street. Police arrive. Catch robbers. Store owner t\xe2\x80\xa6'
2019-11-04 13:43:12,b'RT @AndyOstroy: It\xe2\x80\x99s truly fascinating that @realDonaldTrump always has evidence that could easily prove things but he only says \xe2\x80\x98we\xe2\x80\x99ll be\xe2\x80\xa6'
2019-11-04 13:43:08,b'Pro-Turkish militants attack US servicemen convoy: US tells Russia #Trump #PoliticalParties #Political https://t.co/qVlp6Vhhvw'
2019-11-04 13:43:04,"b'RT @zeusFanHouse: \xe2\x80\x98Get Your Act Together\xe2\x80\x99:#Trump Threatens To Pull Federal Support As California Fires #Rage\n\n\xe2\x80\x98Governor of CA,#GavinNewsom,\xe2\x80\xa6'"
2019-11-04 13:43:02,"b'RT @AndyOstroy: @realDonaldTrump Your #whistleblower crisis, which is gonna eventually bring you down in the most humiliating, disgraced ma\xe2\x80\xa6'"
2019-11-04 13:43:00,b'RT @pollsofpolitics: Will you be Voting for @realDonaldTrump for #POTUS in the #2020Election??\n\nPlease vote and retweet to spread poll!! Th\xe2\x80\xa6'
2019-11-04 13:42:59,b'RT @AndyOstroy: @realDonaldTrump Man calls 911. He sees a robbery in a store across the street. Police arrive. Catch robbers. Store owner t\xe2\x80\xa6'
2019-11-04 13:42:56,"b""RT @confunctionist: Which money?\n\nThe Feds manage 57% of California's forests.\n\nInstead, take away the tax cuts #Republicans gave the rich\xe2\x80\xa6"""
2019-11-04 13:42:51,b'RT @SgtTim911: BREAKING #Military News: Action by @realDonaldTrump is imminent -- likely by Veterans Day -- in the cases of #ClintLorance #\xe2\x80\xa6'
2019-11-04 13:42:50,"b""RT @TrumpWillWinnn: We agree.\nThis is a power grab by the Democratic party because they know they can't win LEGALLY.\nIf we don't stop the D\xe2\x80\xa6"""
2019-11-04 13:42:47,b'RT @AndyOstroy: It\xe2\x80\x99s truly fascinating that @realDonaldTrump always has evidence that could easily prove things but he only says \xe2\x80\x98we\xe2\x80\x99ll be\xe2\x80\xa6'
2019-11-04 13:42:44,b'RT @972_834: @realDonaldTrump @dbongino @foxandfriends Edit a transcript to hide the Truth is #ObstructionOfJustice ...\n#Trump is breaking\xe2\x80\xa6'
2019-11-04 13:42:43,b'RT @pollsofpolitics: Will you be Voting for @realDonaldTrump for #POTUS in the #2020Election??\n\nPlease vote and retweet to spread poll!! Th\xe2\x80\xa6'
2019-11-04 13:42:42,b'RT @zeusFanHouse: Destroy Trump&amp;Install #Hillary as Pres of US\n\n25 Mind-Blowing Things Likely 2 Happen If Demos Succeed Removing #Trump Fro\xe2\x80\xa6'
2019-11-04 13:42:41,b'RT @EclecticPolls: @CBSThisMorning @CBSNews @JanCBS Do you agree with this new rule?\n\n#gayadoption #trump #adoption #religiousgroups'
2019-11-04 13:42:37,b'RT @AndyOstroy: @realDonaldTrump BULLSHIT. We know something is 100% true the nanosecond you deny it. More than \xe2\x80\x9ca few\xe2\x80\x9d Repub senators know\xe2\x80\xa6'
2019-11-04 13:42:37,b'RT @XWIGs: Steve Bannon urges Republicans to call Joe and Hunter Biden as impeachment witnesses \n\n#MAGA #KAG #TRUMP2020 #TRUMP #PATRIOT #CO\xe2\x80\xa6'
2019-11-04 13:42:35,b'RT @pollsofpolitics: Will you be Voting for @realDonaldTrump for #POTUS in the #2020Election??\n\nPlease vote and retweet to spread poll!! Th\xe2\x80\xa6'
2019-11-04 13:42:33,"b""#TheResistance\xe2\x80\xbc\xef\xb8\x8f#DemCast \n\nThere maybe more whistleblowers. Some saying #Turkey intercepted a phone call &amp; #blackmailed #Trump to pull troops out of #Syria\n\n\xf0\x9f\x94\xb9REPORT: Kushner OK'd Khashoggi Arrest, Turkey Heard Call &amp; Blackmailed Trump over Syrian Troops https://t.co/nAuYM3r8VA"""
2019-11-04 13:42:32,"b'RT @joefaz: Unlike Bill Clinton, #trump isn\xe2\x80\x99t trying to show the US that he is an effective president who shouldn\xe2\x80\x99t be removed. He has take\xe2\x80\xa6'"
2019-11-04 13:42:28,"b""RT @XWIGs: Trump impeachment inquiry is Democrats' 'cop-out' for lack of a productive agenda, Matt Gaetz says | Fox News - \n\n#MAGA #KAG #TR\xe2\x80\xa6"""
2019-11-04 13:42:27,"b'RT @zeusFanHouse: \xe2\x80\x98Get Your Act Together\xe2\x80\x99:#Trump Threatens To Pull Federal Support As California Fires #Rage\n\n\xe2\x80\x98Governor of CA,#GavinNewsom,\xe2\x80\xa6'"
2019-11-04 13:42:27,"b""RT @TrumpWillWinnn: We agree.\nThis is a power grab by the Democratic party because they know they can't win LEGALLY.\nIf we don't stop the D\xe2\x80\xa6"""
2019-11-04 13:42:18,b'RT @JerusalemVow: Democrat #California:\n\xe2\x96\xb6\xef\xb8\x8fDrugs\n\xe2\x96\xb6\xef\xb8\x8fFeces\n\xe2\x96\xb6\xef\xb8\x8fHomelessness\n\xe2\x96\xb6\xef\xb8\x8fCrime\n\xe2\x96\xb6\xef\xb8\x8fIllegals\n\nList of State Governor &amp; Representatives of Cali\xe2\x80\xa6'
2019-11-04 13:42:16,b'RT @AndyOstroy: It\xe2\x80\x99s truly fascinating that @realDonaldTrump always has evidence that could easily prove things but he only says \xe2\x80\x98we\xe2\x80\x99ll be\xe2\x80\xa6'
2019-11-04 13:42:15,"b""RT @XWIGs: California's blackouts are a cautionary tale, warns former CA Republican Party Chairman\n\n#MAGA #KAG #TRUMP2020 #TRUMP #PATRIOT #\xe2\x80\xa6"""
2019-11-04 13:42:15,"b""RT @caracal: In any crisis there's a bell curve that looks like a wave about to crash on a beach.\n\nThe high point of the wave drops suddenl\xe2\x80\xa6"""
2019-11-04 13:42:13,b'RT @JerusalemVow: Democrat #California:\n\xe2\x96\xb6\xef\xb8\x8fDrugs\n\xe2\x96\xb6\xef\xb8\x8fFeces\n\xe2\x96\xb6\xef\xb8\x8fHomelessness\n\xe2\x96\xb6\xef\xb8\x8fCrime\n\xe2\x96\xb6\xef\xb8\x8fIllegals\n\nList of State Governor &amp; Representatives of Cali\xe2\x80\xa6'
2019-11-04 13:42:12,b'RT @SgtTim911: BREAKING #Military News: Action by @realDonaldTrump is imminent -- likely by Veterans Day -- in the cases of #ClintLorance #\xe2\x80\xa6'
2019-11-04 13:42:10,b'The Decline and Fall of Rudy Giuliani  https://t.co/ugfTQhWqy5 #isis #benladen  #trump #Idlib #bidladen #Baghdadi #rudygiuliani #LockHimUp #boos #trumpbooed #anonymous https://t.co/4Xgkmx0Pvc'
2019-11-04 13:42:10,b'Keto Fat Bombs | Are Fat Bombs Healthy?  https://t.co/RAdVIvpy0D #keto #fitness #health #weightloss #ketodiet #trump #diet https://t.co/vlj5aWsxDV'
2019-11-04 13:42:07,b'RT @financialjuice: White House Official: A deal with China is almost there - Tells Politico  #Trump #USA #China $MACRO $USD $CNH  https://\xe2\x80\xa6'
2019-11-04 13:42:05,"b""RT @MetsMAGA: \xf0\x9f\x92\xa5WOW\xf0\x9f\x92\xa5\nThis is a must watch!!\n\xe2\x9e\xa1\xef\xb8\x8fCompletely eye opening\n\xe2\x9e\xa1\xef\xb8\x8fYou can't possibly deny it all\n\xf0\x9f\x94\xa5The Deep state Elites have to go &amp; be\xe2\x80\xa6"""
2019-11-04 13:42:00,b'RT @AndyOstroy: It\xe2\x80\x99s truly fascinating that @realDonaldTrump always has evidence that could easily prove things but he only says \xe2\x80\x98we\xe2\x80\x99ll be\xe2\x80\xa6'
2019-11-04 13:41:59,b'RT @AndyOstroy: @realDonaldTrump Hey #Trump...you really need to RESIGN. Your shitstorm\xe2\x80\x99s only getting worse. And no amount of bullshit twe\xe2\x80\xa6'
2019-11-04 13:41:57,"b""I tried to eat like Kate Middleton for a week, but I couldn't get through it without cheating  https://t.co/RAdVIvpy0D #keto #fitness #health #weightloss #ketodiet #trump #diet https://t.co/GiUxqrCfGN"""
2019-11-04 13:41:53,b'RT @pollsofpolitics: Will you be Voting for @realDonaldTrump for #POTUS in the #2020Election??\n\nPlease vote and retweet to spread poll!! Th\xe2\x80\xa6'
2019-11-04 13:41:49,b'RT @AndyOstroy: @realDonaldTrump You\xe2\x80\x99re a thief. A criminal. A traitor. Who ass-kisses our enemies &amp; endangers our allies. Who threatens ou\xe2\x80\xa6'
2019-11-04 13:41:46,"b'@realDonaldTrump Not your place #Trump to decide whether written answers from the whistleblower constitute appropriate evidence. He/she is protected by law. You are not judge, jury, lawmaker, and defendant simultaneously! Also, you refused to testify under oath to the American people. #impeach'"
2019-11-04 13:41:40,b'RT @AndyOstroy: It\xe2\x80\x99s truly fascinating that @realDonaldTrump always has evidence that could easily prove things but he only says \xe2\x80\x98we\xe2\x80\x99ll be\xe2\x80\xa6'
2019-11-04 13:41:36,b'White House Official: A deal with China is almost there - Tells Politico  #Trump #USA #China $MACRO $USD $CNH  https://t.co/EqnT2qs3Ei'
2019-11-04 13:41:32,"b'RT @AndyOstroy: @realDonaldTrump Someday after you\xe2\x80\x99re impeached, convicted and imprisoned I\xe2\x80\x99m gonna publish a book of all your tweets and m\xe2\x80\xa6'"
2019-11-04 13:41:15,b'RT @AndyOstroy: @realDonaldTrump Man calls 911. He sees a robbery in a store across the street. Police arrive. Catch robbers. Store owner t\xe2\x80\xa6'
2019-11-04 13:41:05,"b'RT @AndyOstroy: @realDonaldTrump Your #whistleblower crisis, which is gonna eventually bring you down in the most humiliating, disgraced ma\xe2\x80\xa6'"
2019-11-04 13:41:05,b'RT @QAnon_Report: Dear Democrat\xe2\x80\x99s:\n\nWe hate Obama like you hate #Trump. However WE hated  Obama because he hate\xe2\x80\x99s America.\n\nYou hate Trump\xe2\x80\xa6'
2019-11-04 13:41:02,"b'RT @joefaz: Unlike Bill Clinton, #trump isn\xe2\x80\x99t trying to show the US that he is an effective president who shouldn\xe2\x80\x99t be removed. He has take\xe2\x80\xa6'"
2019-11-04 13:40:53,b'RT @PatriotsNHfan: There is no low #CadetBoneSpurs won\xe2\x80\x99t go. Threatening a war hero. It\xe2\x80\x99s almost as if #Trump doesn\xe2\x80\x99t like #Veterans (knows\xe2\x80\xa6'
2019-11-04 13:40:52,b'#GOP\n#Trump\n@WhiteHouse need to see this... \xf0\x9f\x91\x8c\n#WhyWeHate\n#BRILLIANT\xf0\x9f\x92\xa5 on\n@Discovery channel...so do all of \n#US\n#PBSNEWSHOUR\n#PBSNEWS\n#FRONTLINE\n#NBCNEWS\n#ABCNEWS\n#MTP\nhttps://t.co/A0yu3NEzju'
2019-11-04 13:40:49,"b'RT @ot_ford: @HeathMayo @davidfrum 1. Yes, candidates should do this.\n2. But #Trump should be removed long before 2021.\n3. Chanting this at\xe2\x80\xa6'"
2019-11-04 13:40:44,b'RT @AndyOstroy: @realDonaldTrump Man calls 911. He sees a robbery in a store across the street. Police arrive. Catch robbers. Store owner t\xe2\x80\xa6'
